Datum;Erster;Hoch;Tief;Schlusskurs;Volumen
2009-11-27;5.580,52;5.718,53;5.519,48;5.685,61;3.298.432.000
2009-11-26;5.785,12;5.785,12;5.596,98;5.614,17;3.368.103.000
2009-11-25;5.794,66;5.825,87;5.753,94;5.803,02;2.571.781.000
2009-11-24;5.762,57;5.814,18;5.745,57;5.769,31;2.615.844.000
2009-11-23;5.689,38;5.823,18;5.689,38;5.801,48;2.328.329.000
2009-11-20;5.724,93;5.744,53;5.638,33;5.663,15;3.475.142.000
2009-11-19;5.783,91;5.791,83;5.688,68;5.702,18;2.559.210.000
2009-11-18;5.793,39;5.843,27;5.770,66;5.787,61;2.851.036.000
2009-11-17;5.788,46;5.802,32;5.760,53;5.778,43;2.438.149.000
2009-11-16;5.717,46;5.812,84;5.717,46;5.804,82;3.091.348.000
2009-11-13;5.661,82;5.700,45;5.615,68;5.686,83;2.330.808.000
2009-11-12;5.657,9;5.726,28;5.632,77;5.663,96;2.689.008.000
2009-11-11;5.633,09;5.705,89;5.633,09;5.668,35;2.642.705.000
2009-11-10;5.627,16;5.650,88;5.602,55;5.613,2;2.511.193.000
2009-11-09;5.514,34;5.626,15;5.514,34;5.619,72;2.594.505.000
2009-11-06;5.464,55;5.524,79;5.410,59;5.488,25;2.879.574.000
2009-11-05;5.404,83;5.512;5.356,13;5.480,92;3.400.665.000
2009-11-04;5.378,16;5.471;5.364,92;5.444,23;3.130.730.000
2009-11-03;5.412,06;5.412,06;5.312,69;5.353,35;3.606.449.000
2009-11-02;5.410,61;5.472,03;5.378,64;5.430,82;2.952.128.000
2009-10-30;5.593,15;5.597,3;5.394,8;5.414,96;3.684.028.000
2009-10-29;5.491,96;5.590,22;5.461,55;5.587,45;4.113.740.000
2009-10-28;5.639,64;5.646,01;5.493,59;5.496,27;5.038.096.000
2009-10-27;5.652,87;5.673,19;5.597,63;5.635,02;3.551.320.000
2009-10-26;5.764,03;5.799,28;5.624,1;5.642,16;3.107.104.000
2009-10-23;5.792,42;5.848,68;5.731,69;5.740,25;2.684.049.000
2009-10-22;5.805,53;5.805,53;5.712,82;5.762,98;3.091.993.000
2009-10-21;5.827,09;5.858,08;5.736,85;5.833,49;3.717.648.000
2009-10-20;5.856,13;5.888,21;5.801,44;5.811,77;3.076.127.000
2009-10-19;5.761,3;5.857,13;5.761,3;5.852,56;2.931.006.000
2009-10-16;5.848,54;5.885,78;5.731,05;5.743,39;4.195.696.000
2009-10-15;5.853,45;5.869,11;5.805,9;5.830,77;3.588.676.000
2009-10-14;5.756,69;5.859,63;5.756,65;5.854,14;4.507.023.000
2009-10-13;5.777,89;5.786,92;5.695,16;5.714,31;2.668.201.000
2009-10-12;5.727,31;5.814,21;5.727,31;5.783,23;2.700.353.000
2009-10-09;5.701,49;5.748,33;5.673,69;5.711,88;2.491.686.000
2009-10-08;5.679,51;5.727,87;5.666,79;5.716,54;3.236.493.000
2009-10-07;5.650,25;5.690,92;5.626,38;5.640,75;2.665.975.000
2009-10-06;5.518,69;5.662,01;5.518,69;5.657,64;3.395.793.000
2009-10-05;5.477,81;5.511,64;5.440,23;5.508,85;2.507.034.000
2009-10-02;5.532,65;5.536,59;5.442,39;5.467,9;3.707.709.000
2009-10-01;5.681,88;5.726,97;5.554,46;5.554,55;3.226.394.000
2009-09-30;5.728,48;5.744,59;5.619,57;5.675,16;3.728.840.000
2009-09-29;5.736,79;5.756,26;5.690,19;5.713,52;3.023.165.000
2009-09-28;5.595,36;5.682,74;5.554,53;5.736,31;1.946.645.000
2009-09-25;5.615,79;5.620,13;5.559,47;5.581,41;2.645.047.000
2009-09-24;5.684,49;5.741,54;5.586,23;5.605,21;3.173.382.000
2009-09-23;5.705,88;5.754,04;5.672,1;5.702,05;2.579.688.000
2009-09-22;5.686,84;5.752,7;5.686,84;5.709,38;2.467.823.000
2009-09-21;5.698,53;5.698,53;5.617,8;5.668,65;2.804.986.000
2009-09-18;5.711,34;5.760,74;5.701,04;5.703,83;7.156.305.000
2009-09-17;5.722,37;5.748,24;5.703,22;5.731,14;3.659.316.000
2009-09-16;5.640,99;5.713,49;5.640,94;5.700,26;3.372.252.000
2009-09-15;5.637,21;5.649,66;5.584,53;5.628,98;2.851.754.000
2009-09-14;5.599,58;5.623,74;5.532,3;5.620,24;2.557.433.000
2009-09-11;5.601,65;5.653,15;5.601,65;5.624,02;2.854.098.000
2009-09-10;5.596,45;5.626,97;5.548,82;5.594,77;3.500.737.000
2009-09-09;5.463,93;5.578,15;5.450,4;5.574,26;3.318.662.000
2009-09-08;5.474,69;5.502,77;5.455,56;5.481,73;2.400.846.000
2009-09-07;5.400,76;5.477,13;5.400,76;5.463,51;2.274.569.000
2009-09-04;5.328,59;5.404,3;5.320,28;5.384,43;2.784.915.000
2009-09-03;5.332,5;5.364,03;5.278,5;5.301,42;2.593.100.000
2009-09-02;5.325,94;5.337,46;5.263,11;5.319,84;3.032.507.000
2009-09-01;5.479,35;5.507,48;5.327,29;5.327,29;3.117.028.000
2009-08-31;5.474,62;5.495,56;5.437,92;5.464,61;1.987.809.000
2009-08-28;5.512,17;5.573,89;5.502,46;5.517,35;2.328.139.000
2009-08-27;5.512,9;5.540,43;5.432,16;5.470,33;2.598.225.000
2009-08-26;5.548,77;5.572,47;5.500,1;5.521,97;2.504.775.000
2009-08-25;5.482,99;5.562,18;5.286,23;5.411,36;2.576.638.000
2009-08-24;5.482,6;5.531,76;5.481,36;5.519,75;2.358.727.000
2009-08-21;5.296,01;5.478,18;5.286,23;5.462,74;3.920.546.000
2009-08-20;5.261,66;5.325,86;5.261,66;5.311,06;2.103.138.000
2009-08-19;5.210,47;5.253,71;5.158,6;5.231,98;2.249.482.000
2009-08-18;5.218,09;5.250,74;5.200,47;5.250,74;1.867.045.000
2009-08-17;5.296,33;5.296,33;5.173,84;5.201,61;2.747.636.000
2009-08-14;5.402,99;5.444,13;5.289,78;5.309,11;2.753.039.000
2009-08-13;5.357,77;5.455,27;5.357,77;5.401,11;2.730.085.000
2009-08-12;5.283,41;5.367,63;5.252,15;5.350,09;2.487.894.000
2009-08-11;5.423,16;5.455,18;5.272,36;5.285,81;2.795.022.000
2009-08-10;5.451,79;5.452,2;5.390,7;5.418,12;2.012.993.000
2009-08-07;5.366,38;5.480,93;5.312,78;5.458,96;3.140.156.000
2009-08-06;5.389,58;5.422,02;5.340,36;5.369,98;2.868.657.000
2009-08-05;5.406,38;5.451,77;5.333,52;5.353,01;3.039.482.000
2009-08-04;5.418,83;5.427,57;5.360,44;5.417,02;2.607.782.000
2009-08-03;5.330,87;5.463,32;5.309,35;5.426,85;2.912.235.000
2009-07-31;5.349,14;5.383,02;5.303,69;5.332,14;3.233.454.000
2009-07-30;5.293,55;5.396,95;5.251,5;5.360,66;3.733.528.000
2009-07-29;5.168,89;5.307,82;5.159,25;5.270,32;3.144.931.000
2009-07-28;5.261,9;5.304,05;5.174,09;5.174,74;3.224.330.000
2009-07-27;5.277,72;5.309,62;5.216,49;5.251,55;2.462.040.000
2009-07-24;5.233,85;5.301,91;5.202,02;5.229,36;3.010.870.000
2009-07-23;5.129,87;5.258,84;5.101,26;5.247,28;2.919.940.000
2009-07-22;5.098,84;5.137,51;5.050,4;5.121,56;2.470.410.000
2009-07-21;5.041,19;5.141,36;5.027,3;5.093,97;2.390.810.000
2009-07-20;5.014,5;5.063,6;5.007,95;5.030,15;2.183.120.000
2009-07-17;4.980,01;5.017,6;4.960,65;4.978,4;2.753.870.000
2009-07-16;4.920,77;4.998,68;4.904,24;4.957,19;2.666.410.000
2009-07-15;4.799,25;4.928,45;4.798,69;4.928,44;2.862.400.000
2009-07-14;4.734,2;4.802,98;4.705,91;4.781,69;2.474.330.000
2009-07-13;4.564,94;4.722,34;4.524,01;4.722,34;2.367.590.000
2009-07-10;4.613,12;4.644,5;4.570,05;4.576,31;1.990.640.000
2009-07-09;4.600,17;4.669,92;4.596,32;4.630,07;2.100.310.000
2009-07-08;4.594,87;4.630,62;4.558;4.572,65;2.240.990.000
2009-07-07;4.663,37;4.703,3;4.590,69;4.598,19;2.046.050.000
2009-07-06;4.669,66;4.686,9;4.611,21;4.651,82;1.916.600.000
2009-07-03;4.738;4.748,32;4.685,27;4.708,21;1.537.870.000
2009-07-02;4.891;4.891;4.718,49;4.718,49;2.581.420.000
2009-07-01;4.820,61;4.930,35;4.818,91;4.905,44;2.336.930.000
2009-06-30;4.897,46;4.905,19;4.790,17;4.808,64;2.305.680.000
2009-06-29;4.768,11;4.901,36;4.762,61;4.885,09;2.140.000.000
2009-06-26;4.818,19;4.866,8;4.753,93;4.776,47;2.245.560.000
2009-06-25;4.838,04;4.838,04;4.720,24;4.800,56;2.305.500.000
2009-06-24;4.728,78;4.840,35;4.698,19;4.836,01;2.620.000.000
2009-06-23;4.680,34;4.752,86;4.669,8;4.707,15;2.630.390.000
2009-06-22;4.837,28;4.846,09;4.693,34;4.693,4;2.930.000.000
2009-06-19;4.844,82;4.878,82;4.814,5;4.839,46;6.480.000.000
2009-06-18;4.810,35;4.858,6;4.768,94;4.837,48;2.904.240.000
2009-06-17;4.883,06;4.886,65;4.761,2;4.799,98;3.520.000.000
2009-06-16;4.899,81;4.933,79;4.870,2;4.890,72;2.290.000.000
2009-06-15;5.051,35;5.051,35;4.886,4;4.889,94;2.660.000.000
2009-06-12;5.098,01;5.108,77;5.044,33;5.069,24;2.170.000.000
2009-06-11;5.039,97;5.120,87;5.038,03;5.107,26;1.840.000.000
2009-06-10;5.047,53;5.133,4;5.034,81;5.051,18;2.572.030.000
2009-06-09;5.018,41;5.064,36;4.982,12;4.997,86;2.241.600.000
2009-06-08;5.060,72;5.060,72;4.969,96;5.004,72;2.300.000.000
2009-06-05;5.092,62;5.164,72;5.047,83;5.077,03;2.812.630.000
2009-06-04;5.059,8;5.121;5.044,17;5.064,8;2.560.000.000
2009-06-03;5.150,02;5.158,33;5.036,54;5.054,53;2.439.940.000
2009-06-02;5.116,38;5.177,36;5.096;5.144,06;2.864.890.000
2009-06-01;4.992,1;5.156,62;4.991,21;5.142,56;2.564.140.000
2009-05-29;4.964,91;5.009,6;4.928,18;4.940,82;3.094.730.000
2009-05-28;4.958,65;4.986,62;4.884,92;4.932,88;2.467.060.000
2009-05-27;5.002,34;5.035,51;4.962,76;5.000,77;2.678.000.000
2009-05-26;4.891,29;4.994,05;4.802,8;4.985,6;2.829.470.000
2009-05-25;4.936,04;4.942,14;4.829,9;4.918,45;1.448.810.000
2009-05-22;4.904,67;4.964,68;4.868,56;4.918,75;2.168.830.000
2009-05-21;4.997,49;4.997,49;4.874,97;4.900,67;2.244.590.000
2009-05-20;4.954,35;5.060,76;4.949,85;5.038,94;3.802.570.000
2009-05-19;4.874,84;5.004,62;4.874,84;4.959,62;4.168.460.000
2009-05-18;4.704,78;4.858,65;4.683,61;4.851,96;3.125.690.000
2009-05-15;4.757,32;4.776,64;4.685,18;4.737,5;3.840.220.000
2009-05-14;4.727,68;4.744,62;4.653,25;4.738,47;3.302.460.000
2009-05-13;4.864,67;4.881,25;4.714,18;4.727,61;4.265.680.000
2009-05-12;4.836,99;4.926,69;4.821,53;4.854,11;3.449.410.000
2009-05-11;4.907,29;4.916,79;4.832,62;4.866,91;3.082.050.000
2009-05-08;4.851,52;4.965,45;4.846,85;4.913,9;3.797.850.000
2009-05-07;4.898,54;4.980,3;4.792,17;4.804,1;4.528.270.000
2009-05-06;4.848,94;4.945,39;4.827,88;4.880,71;4.078.300.000
