1988-06-01;270.953;;;;;;;;;;;;;;;;;;
1988-06-02;269.582;;;;;;;;;;;;;;;;;;
1988-06-03;270.741;;;;;;;;;;;;;;;;;;
1988-06-06;271.412;;;;;;;;;;;;;;;;;;
1988-06-07;269.561;;;;;;;;;;;;;;;;;;
1988-06-08;276.018;;;;;;;;;;;;;;;;;;
1988-06-09;274.782;;;;;;;;;;;;;;;;;;
1988-06-10;275.873;;;;;;;;;;;;;;;;;;
1988-06-13;276.065;;;;;;;;;;;;;;;;;;
1988-06-14;279.007;;;;;;;;;;;;;;;;;;
1988-06-15;279.166;;;;;;;;;;;;;;;;;;
1988-06-16;274.416;;;;;;;;;;;;;;;;;;
1988-06-17;275.356;;;;;;;;;;;;;;;;;;
1988-06-20;273.620;;;;;;;;;;;;;;;;;;
1988-06-21;276.401;;;;;;;;;;;;;;;;;;
1988-06-22;280.462;;;;;;;;;;;;;;;;;;
1988-06-23;279.607;;;;;;;;;;;;;;;;;;
1988-06-24;278.743;;;;;;;;;;;;;;;;;;
1988-06-27;273.973;;;;;;;;;;;;;;;;;;
1988-06-28;277.320;;;;;;;;;;;;;;;;;;
1988-06-29;275.972;;;;;;;;;;;;;;;;;;
1988-06-30;278.544;;;;;;;;;;;;;;;;;;
1988-07-01;276.856;;;;;;;;;;;;;;;;;;
1988-07-05;281.053;;;;;;;;;;;;;;;;;;
1988-07-06;277.191;;;;;;;;;;;;;;;;;;
1988-07-07;276.946;;;;;;;;;;;;;;;;;;
1988-07-08;275.155;;;;;;;;;;;;;;;;;;
1988-07-11;275.725;;;;;;;;;;;;;;;;;;
1988-07-12;272.975;;;;;;;;;;;;;;;;;;
1988-07-13;274.475;;;;;;;;;;;;;;;;;;
1988-07-14;275.467;;;;;;;;;;;;;;;;;;
1988-07-15;277.291;;;;;;;;;;;;;;;;;;
1988-07-18;275.744;;;;;;;;;;;;;;;;;;
1988-07-19;273.675;;;;;;;;;;;;;;;;;;
1988-07-20;275.234;;;;;;;;;;;;;;;;;;
1988-07-21;271.830;;;;;;;;;;;;;;;;;;
1988-07-22;268.611;;;;;;;;;;;;;;;;;;
1988-07-25;269.885;;;;;;;;;;;;;;;;;;
1988-07-26;270.454;;;;;;;;;;;;;;;;;;
1988-07-27;267.762;;;;;;;;;;;;;;;;;;
1988-07-28;271.353;;;;;;;;;;;;;;;;;;
1988-07-29;277.487;;;;;;;;;;;;;;;;;;
1988-08-01;277.757;;;;;;;;;;;;;;;;;;
1988-08-02;277.708;;;;;;;;;;;;;;;;;;
1988-08-03;278.684;;;;;;;;;;;;;;;;;;
1988-08-04;277.807;;;;;;;;;;;;;;;;;;
1988-08-05;277.070;;;;;;;;;;;;;;;;;;
1988-08-08;275.962;;;;;;;;;;;;;;;;;;
1988-08-09;272.567;;;;;;;;;;;;;;;;;;
1988-08-10;267.894;;;;;;;;;;;;;;;;;;
1988-08-11;268.795;;;;;;;;;;;;;;;;;;
1988-08-12;268.602;;;;;;;;;;;;;;;;;;
1988-08-15;264.773;;;;;;;;;;;;;;;;;;
1988-08-16;266.726;;;;;;;;;;;;;;;;;;
1988-08-17;266.953;;;;;;;;;;;;;;;;;;
1988-08-18;267.241;;;;;;;;;;;;;;;;;;
1988-08-19;266.448;;;;;;;;;;;;;;;;;;
1988-08-22;263.184;;;;;;;;;;;;;;;;;;
1988-08-23;263.303;;;;;;;;;;;;;;;;;;
1988-08-24;267.444;;;;;;;;;;;;;;;;;;
1988-08-25;265.457;;;;;;;;;;;;;;;;;;
1988-08-26;266.044;;;;;;;;;;;;;;;;;;
1988-08-29;268.862;;;;;;;;;;;;;;;;;;
1988-08-30;269.081;;;;;;;;;;;;;;;;;;
1988-08-31;268.067;;;;;;;;;;;;;;;;;;
1988-09-01;264.848;;;;;;;;;;;;;;;;;;
1988-09-02;271.188;;;;;;;;;;;;;;;;;;
1988-09-06;272.374;;;;;;;;;;;;;;;;;;
